Visitor/Neutral,PTS,Home/Neutral,PTS,WIN
Memphis Grizzlies,101,Minnesota Timberwolves,93,V
Denver Nuggets,104,Philadelphia 76ers,123,H
Boston Celtics,102,Phoenix Suns,94,V
Indiana Pacers,92,Golden State Warriors,81,V
Chicago Bulls,86,Houston Rockets,118,H
Milwaukee Bucks,98,Los Angeles Clippers,105,H
Cleveland Cavaliers,79,Miami Heat,98,H
Portland Trail Blazers,107,New Orleans Pelicans,103,V
Dallas Mavericks,103,Sacramento Kings,97,V
Denver Nuggets,110,Toronto Raptors,114,H
San Antonio Spurs,106,Washington Wizards,116,H
Cleveland Cavaliers,118,Charlotte Hornets,105,V
Dallas Mavericks,93,Los Angeles Lakers,103,H
Portland Trail Blazers,103,Memphis Grizzlies,108,H
Atlanta Hawks,114,Minnesota Timberwolves,126,H
Brooklyn Nets,111,Orlando Magic,104,V
New York Knicks,101,Philadelphia 76ers,118,H
Los Angeles Clippers,111,Phoenix Suns,99,V
Boston Celtics,97,Utah Jazz,94,V
Washington Wizards,92,Detroit Pistons,103,H
Milwaukee Bucks,116,Golden State Warriors,107,V
Chicago Bulls,92,Miami Heat,103,H
Indiana Pacers,106,Sacramento Kings,103,V
Oklahoma City Thunder,99,San Antonio Spurs,103,H
Philadelphia 76ers,101,Atlanta Hawks,91,V
New Orleans Pelicans,102,Cleveland Cavaliers,107,H
Minnesota Timberwolves,93,Dallas Mavericks,92,V
Phoenix Suns,103,Houston Rockets,104,H
Milwaukee Bucks,124,Los Angeles Lakers,122,V
Denver Nuggets,126,Oklahoma City Thunder,125,V
Chicago Bulls,90,Orlando Magic,82,V
Los Angeles Clippers,96,Portland Trail Blazers,105,H
Memphis Grizzlies,97,Utah Jazz,107,H
Toronto Raptors,99,Boston Celtics,110,H
Brooklyn Nets,110,Miami Heat,109,V
Detroit Pistons,115,New York Knicks,109,V
Golden State Warriors,112,Sacramento Kings,96,V
Charlotte Hornets,93,Washington Wizards,107,H
Orlando Magic,88,Atlanta Hawks,94,H
Detroit Pistons,108,Brooklyn Nets,96,V
Washington Wizards,94,Chicago Bulls,113,H
Philadelphia 76ers,119,Charlotte Hornets,102,V
Dallas Mavericks,87,Cleveland Cavaliers,98,H
Milwaukee Bucks,125,Denver Nuggets,128,H
Phoenix Suns,107,Golden State Warriors,117,H
Indiana Pacers,111,Los Angeles Clippers,104,V
Sacramento Kings,84,Los Angeles Lakers,83,V
Utah Jazz,121,Minnesota Timberwolves,97,V
Oklahoma City Thunder,109,New Orleans Pelicans,104,V
Memphis Grizzlies,98,Portland Trail Blazers,113,H
Houston Rockets,83,San Antonio Spurs,100,H
Charlotte Hornets,114,Chicago Bulls,120,H
Toronto Raptors,106,Cleveland Cavaliers,112,H
Portland Trail Blazers,109,Dallas Mavericks,115,H
Indiana Pacers,104,Denver Nuggets,107,H
Washington Wizards,104,Houston Rockets,120,H
San Antonio Spurs,110,Los Angeles Clippers,113,H
Atlanta Hawks,98,Miami Heat,101,H
Boston Celtics,102,Milwaukee Bucks,106,H
Orlando Magic,97,New York Knicks,73,V
Golden State Warriors,111,Oklahoma City Thunder,107,V
Brooklyn Nets,95,Philadelphia 76ers,121,H
Sacramento Kings,94,Phoenix Suns,97,H
Los Angeles Lakers,110,Utah Jazz,117,H
Miami Heat,115,Atlanta Hawks,86,V
Philadelphia 76ers,115,Detroit Pistons,108,V
San Antonio Spurs,112,Los Angeles Lakers,122,H
Memphis Grizzlies,95,New Orleans Pelicans,123,H
Dallas Mavericks,100,Orlando Magic,105,H
Boston Celtics,78,Toronto Raptors,96,H
Washington Wizards,115,Cleveland Cavaliers,119,H
Minnesota Timberwolves,96,Denver Nuggets,100,H
Portland Trail Blazers,94,Houston Rockets,96,H
Golden State Warriors,106,Indiana Pacers,126,H
Brooklyn Nets,119,Milwaukee Bucks,111,V
Los Angeles Clippers,95,Utah Jazz,117,H
Chicago Bulls,104,Boston Celtics,111,H
Dallas Mavericks,106,Detroit Pistons,113,H
Minnesota Timberwolves,113,Los Angeles Lakers,96,V
Sacramento Kings,94,Memphis Grizzlies,93,V
Miami Heat,98,New York Knicks,122,H
Charlotte Hornets,137,Orlando Magic,100,V
Cleveland Cavaliers,130,Philadelphia 76ers,132,H
New Orleans Pelicans,122,Phoenix Suns,103,V
Indiana Pacers,73,Toronto Raptors,92,H
Atlanta Hawks,103,Washington Wizards,97,V
Brooklyn Nets,124,Chicago Bulls,96,V
New Orleans Pelicans,126,Golden State Warriors,120,V
Oklahoma City Thunder,108,Houston Rockets,102,V
Denver Nuggets,134,Los Angeles Clippers,115,V
Milwaukee Bucks,115,New York Knicks,102,V
Portland Trail Blazers,105,San Antonio Spurs,116,H
Atlanta Hawks,112,Boston Celtics,106,V
Indiana Pacers,123,Charlotte Hornets,117,V
Utah Jazz,112,Los Angeles Lakers,97,V
Detroit Pistons,117,Memphis Grizzlies,130,H
Dallas Mavericks,97,Philadelphia 76ers,109,H
Golden State Warriors,117,Phoenix Suns,100,V
Orlando Magic,101,Toronto Raptors,112,H
Chicago Bulls,105,Brooklyn Nets,114,H
Portland Trail Blazers,82,Denver Nuggets,88,H
Toronto Raptors,108,Detroit Pistons,98,V
New Orleans Pelicans,113,Los Angeles Clippers,100,V
Oklahoma City Thunder,115,Miami Heat,93,V
Orlando Magic,86,Milwaukee Bucks,102,H
Memphis Grizzlies,94,Minnesota Timberwolves,113,H
Cleveland Cavaliers,123,New York Knicks,109,V
Sacramento Kings,85,San Antonio Spurs,98,H
Philadelphia 76ers,121,Atlanta Hawks,113,V
Phoenix Suns,124,Dallas Mavericks,97,V
Charlotte Hornets,119,Indiana Pacers,93,V
Houston Rockets,105,Los Angeles Lakers,99,V
Golden State Warriors,79,Utah Jazz,119,H
Boston Celtics,101,Washington Wizards,113,H
Brooklyn Nets,97,Boston Celtics,110,H
Detroit Pistons,119,Chicago Bulls,87,V
New York Knicks,110,Cleveland Cavaliers,98,V
Los Angeles Lakers,115,Los Angeles Clippers,100,V
Toronto Raptors,109,Miami Heat,116,H
Denver Nuggets,106,Minnesota Timberwolves,112,H
San Antonio Spurs,98,New Orleans Pelicans,122,H
Memphis Grizzlies,123,Oklahoma City Thunder,137,H
Washington Wizards,92,Orlando Magic,101,H
Milwaukee Bucks,95,Philadelphia 76ers,130,H
Utah Jazz,93,Portland Trail Blazers,102,H
Houston Rockets,83,Sacramento Kings,96,H
